Text,bundles,n_bundles
"продам в связи с уездом. срочно!

- новый кожаный ремень, натуральная кожа. есть дополнительные дырочки для узкой талии. мне не пригодился, не носила брюки.
15 лари.

- очки, новые. 15 лари

- теннисная кепка new era с asos. надевалась пару раз. 15 лари 

- новый, запакованный пилинг aha pha bha ""minimalist"". по ошибке заказала два на амазоне, вторым сама пользовалась, этот не открывала. могу прислать доп фото по действию и сроки.","[{""Title"": ""\u0442\u0435\u043d\u043d\u0438\u0441\u043d\u0430\u044f \u043a\u0435\u043f\u043a\u0430 new era \u0441 asos"", ""Price"": ""15"", ""Currency"": ""GEL"", ""Count"": ""1""}, {""Title"": ""\u043f\u0438\u043b\u0438\u043d\u0433 aha pha bha minimalist, \u043d\u043e\u0432\u044b\u0439, \u0437\u0430\u043f\u0430\u043a\u043e\u0432\u0430\u043d\u043d\u044b\u0439"", ""Price"": ""15"", ""Currency"": ""GEL"", ""Count"": ""1""}, {""Title"": ""\u043a\u043e\u0436\u0430\u043d\u044b\u0439 \u0440\u0435\u043c\u0435\u043d\u044c, \u043d\u0430\u0442\u0443\u0440\u0430\u043b\u044c\u043d\u0430\u044f \u043a\u043e\u0436\u0430"", ""Price"": ""15"", ""Currency"": ""GEL"", ""Count"": ""1""}, {""Title"": ""\u043e\u0447\u043a\u0438, \u043d\u043e\u0432\u044b\u0435"", ""Price"": ""15"", ""Currency"": ""GEL"", ""Count"": ""1""}]",4
1000.ароматная с огромными соцветиями,[],0
"стул, есть 2 в наличии. 10 € за оба , лимассол","[{""Title"": ""\u0441\u0442\u0443\u043b"", ""Price"": ""10"", ""Currency"": ""EUR"", ""Count"": ""2""}]",1
"Продаю юбки.
1. ОТ 88см, ОБ 104см. Длина всего изделия 57см. Состав: 30% шерсть, 65% полиэстер, 5% лайкра. Молния-змейка, работает хорошо. Подкладка не рваная, носили аккуратно. Сзади не разрез, а сборка. Подойдёт для школы/офиса.  500₽
4. Размер 2XL. Цвет: серый. ОТ 96см, ОБ 106см. Длина всего изделия 60см. Состав: 50% полиэстер, 50% вискоза. Молния-змейка работает хорошо. Подкладка не рваная, носили аккуратно. Разрез спереди, карманы-обманки. Подойдёт для школы/офиса.  500₽
7. Джинсовая юбка. Размер 46-48. ОТ 92см, ОБ 96см, длина юбки 50см.  500₽

#одежда","[{""Title"": ""\u0428\u043a\u043e\u043b\u044c\u043d\u0430\u044f/\u043e\u0444\u0438\u0441\u043d\u0430\u044f \u044e\u0431\u043a\u0430, \u0441\u0435\u0440\u0430\u044f, \u043f\u043e\u043b\u0438\u044d\u0441\u0442\u0435\u0440 \u0438 \u0432\u0438\u0441\u043a\u043e\u0437\u0430"", ""Price"": ""500"", ""Currency"": ""RUB"", ""Count"": ""1""}, {""Title"": ""\u0414\u0436\u0438\u043d\u0441\u043e\u0432\u0430\u044f \u044e\u0431\u043a\u0430 \u0440\u0430\u0437\u043c\u0435\u0440 46-48"", ""Price"": ""500"", ""Currency"": ""RUB"", ""Count"": ""1""}]",2
"Распродажа
Цена: 250р 
Размер: 46/48 50 52 54 56
Арт: 2Д-94 Корпус Б 
https://vk.com/idbismiloh",[],0
"Продам кушетку для наращивания ресниц;
Можно использовать как массажный стол.
Длина 1,80см
Ширина 65см
Цена 4000 р.
Самовывоз после 17 апреля

#БД_мебель","[{""Title"": ""\u043a\u0443\u0448\u0435\u0442\u043a\u0430 \u0434\u043b\u044f \u043d\u0430\u0440\u0430\u0449\u0438\u0432\u0430\u043d\u0438\u044f \u0440\u0435\u0441\u043d\u0438\u0446 / \u043c\u0430\u0441\u0441\u0430\u0436\u043d\u044b\u0439 \u0441\u0442\u043e\u043b"", ""Price"": ""4000"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"продаю браслеты, новые. 
80 и 90 лари",[],0
"Распродажа
Цена: 150р         
Размер 48-50-52-54-56 
Размерность: в размер
Без выбора
Арт: 28-57
https://vk.com/club202962361",[],0
"Обувница высота 180 см
60 см ширина
Есть царапина на первой полке
1500 р
Самовывоз метро новые черемушки город Москва","[{""Title"": ""\u041e\u0431\u0443\u0432\u043d\u0438\u0446\u0430"", ""Price"": ""1500"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"Распродажа
Пижама
Цена: 200руб.
Арт: 30-71
Размеры: 42,44,46,48
Без выбора цвета","[{""Title"": ""\u041f\u0438\u0436\u0430\u043c\u0430"", ""Price"": ""200"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"Продаю , коньки . В состоянии новых. Синие размер 34-37 1000₽
Красные 27-30 500₽ 
Оба комплекта  1300₽ . Писать в личку .","[{""Title"": ""\u041e\u0431\u0430 \u043a\u043e\u043c\u043f\u043b\u0435\u043a\u0442\u0430 \u043a\u043e\u043d\u044c\u043a\u043e\u0432"", ""Price"": ""1300"", ""Currency"": ""RUB"", ""Count"": ""2""}, {""Title"": ""\u041a\u043e\u043d\u044c\u043a\u0438 \u043a\u0440\u0430\u0441\u043d\u044b\u0435 \u0440\u0430\u0437\u043c\u0435\u0440 27-30"", ""Price"": ""500"", ""Currency"": ""RUB"", ""Count"": ""1""}, {""Title"": ""\u041a\u043e\u043d\u044c\u043a\u0438 \u0441\u0438\u043d\u0438\u0435 \u0440\u0430\u0437\u043c\u0435\u0440 34-37"", ""Price"": ""1000"", ""Currency"": ""RUB"", ""Count"": ""1""}]",3
"Google pixel 6 Pro 12/128 Gb
ОС: Android 13

Диагональ экрана (точно): 6.7 ""
Формат разрешения экрана: 2K QHD;

Чипсет: Google Tensor;

Память: 12ГБ оперативной, 128 ГБ встроенной;

Камера: основная 50 Мп (f/1.85), широкоугольная 12 Мп (f/2.2), фронтальная 8 Мп (f/2.0);

Связь: USB Type-C, Bluetooth 5.2, NFC, LTE и 5G;

Аккумулятор: 5005мА·ч, беспроводная зарядка 21 Вт, проводная 30 Вт;

Цена 35999
Цвет черный шторм","[{""Title"": ""Google pixel 6 Pro 12/128 Gb"", ""Price"": ""35999"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"Ксиеми редми 9про состояние отличное! Полный комплект, документы чеки, зарядка, наушники! 10.000","[{""Title"": ""\u0421\u043c\u0430\u0440\u0442\u0444\u043e\u043d Xiaomi Redmi 9 Pro"", ""Price"": ""10000"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"продам 10 таких горшков за 50 лари,можно использовать как кашпо под цветы (необходимо покрыть лаком),в связи с переездом необходимо срочно раздать)выполнены из гипса","[{""Title"": ""\u0433\u0438\u043f\u0441\u043e\u0432\u044b\u0435 \u0433\u043e\u0440\u0448\u043a\u0438 \u043f\u043e\u0434 \u0446\u0432\u0435\u0442\u044b"", ""Price"": ""50"", ""Currency"": ""GEL"", ""Count"": ""10""}]",1
"самокат. для взрослого и ребёнка, на рост от 130 до 190, при езде ничего не болтается, все механизмы целы, был в эксплуатации 4 мес. нагрузка по весу до 100 кг. лимассол 65 евро.","[{""Title"": ""\u0441\u0430\u043c\u043e\u043a\u0430\u0442 \u0434\u043b\u044f \u0432\u0437\u0440\u043e\u0441\u043b\u043e\u0433\u043e \u0438 \u0440\u0435\u0431\u0451\u043d\u043a\u0430"", ""Price"": ""65"", ""Currency"": ""EUR"", ""Count"": ""1""}]",1
"самсунг s10+ продам, 128 гб, перламутр, в идеальном состоянии, 4 мес в использовании, абсолютно новый держатель в машину + спец. чехол для авто , usb переходник, коробка, 650евро","[{""Title"": ""Samsung S10+ 128GB \u0441 \u0430\u043a\u0441\u0435\u0441\u0441\u0443\u0430\u0440\u0430\u043c\u0438"", ""Price"": ""650"", ""Currency"": ""EUR"", ""Count"": ""1""}]",1
"Распродажа 
Набор 3 в 1 тушь+ подводка +пудра 
Цена: 150р за набор 
Арт: 2-1-16 корпус А","[{""Title"": ""\u041d\u0430\u0431\u043e\u0440 3 \u0432 1: \u0442\u0443\u0448\u044c, \u043f\u043e\u0434\u0432\u043e\u0434\u043a\u0430, \u043f\u0443\u0434\u0440\u0430"", ""Price"": ""150"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
"#БНИ_ПродамНовая_Москва
#БНИ_Почта
#БНИ_ZiGfrid

Star Wars: Destiny. Набор дисплеев ""Путь Силы"" - 3500 руб.
Новое, не вскрыто.
Купили два комплекта, у Хобби Г.
Вскрыли один, и собрали 140 карт из 160, вскрывать второй комплект, не видим необходимости, по теории вероятности, будет много повторов.
Брали за 7000, продаем, ровно, за пол цены)

Прошу писать в Личные сообщения. (просматриваем несколько раз в день, отвечаем по очереди, по времени поступления сообщений)
По запросу, дополнительные фото, ответы на вопросы.
Приоритет Личная встреча, Москва.
Почта за счет покупателя.","[{""Title"": ""Star Wars: Destiny, \u041d\u0430\u0431\u043e\u0440 \u0434\u0438\u0441\u043f\u043b\u0435\u0435\u0432 '\u041f\u0443\u0442\u044c \u0421\u0438\u043b\u044b'"", ""Price"": ""3500"", ""Currency"": ""RUB"", ""Count"": ""1""}]",1
